state	district	crop	Variety	Year	Season	fhp
AP	WestGodavari	Chilly	Dry	2010-11	-	7480
AP	WestGodavari	Chilly	Dry	2010-11	Kharif	
AP	WestGodavari	Chilly	Dry	2010-11	Rabi	7480
AP	WestGodavari	Cotton	-	2008-09	-	2580
AP	WestGodavari	Cotton	-	2008-09	Kharif	2580
AP	WestGodavari	Cotton	-	2009-10	-	2879
AP	WestGodavari	Cotton	-	2009-10	Kharif	2879
AP	WestGodavari	Cotton	-	2010-11	-	4884
AP	WestGodavari	Cotton	-	2010-11	Kharif	4884
AP	WestGodavari	Gram	-	2008-09	-	
AP	WestGodavari	Gram	-	2008-09	Rabi	
AP	WestGodavari	Gram	-	2009-10	-	2477
AP	WestGodavari	Gram	-	2009-10	Rabi	2477
AP	WestGodavari	Gram	-	2010-11	-	
AP	WestGodavari	Gram	-	2010-11	Rabi	
AP	WestGodavari	Ground Nut	-	2008-09	-	2218
AP	WestGodavari	Ground Nut	-	2008-09	Kharif	1662
AP	WestGodavari	Ground Nut	-	2008-09	Rabi	2332
AP	WestGodavari	Ground Nut	-	2009-10	-	2717
AP	WestGodavari	Ground Nut	-	2009-10	Kharif	2368
AP	WestGodavari	Ground Nut	-	2009-10	Rabi	2761
AP	WestGodavari	Ground Nut	-	2010-11	-	3034
AP	WestGodavari	Ground Nut	-	2010-11	Kharif	3061
AP	WestGodavari	Ground Nut	-	2010-11	Rabi	3028
AP	WestGodavari	Jowar	-	2008-09	-	837
AP	WestGodavari	Jowar	-	2008-09	Kharif	
AP	WestGodavari	Jowar	-	2008-09	Rabi	837
AP	WestGodavari	Jowar	-	2009-10	-	1174
AP	WestGodavari	Jowar	-	2009-10	Kharif	898
AP	WestGodavari	Jowar	-	2009-10	Rabi	1179
AP	WestGodavari	Jowar	-	2010-11	-	1253
AP	WestGodavari	Jowar	-	2010-11	Kharif	1253
AP	WestGodavari	Jowar	-	2010-11	Rabi	
AP	WestGodavari	Maize	-	2008-09	-	747
AP	WestGodavari	Maize	-	2008-09	Kharif	841
AP	WestGodavari	Maize	-	2008-09	Rabi	743
AP	WestGodavari	Maize	-	2009-10	-	863
AP	WestGodavari	Maize	-	2009-10	Kharif	880
AP	WestGodavari	Maize	-	2009-10	Rabi	862
AP	WestGodavari	Maize	-	2010-11	-	1130
AP	WestGodavari	Maize	-	2010-11	Kharif	923
AP	WestGodavari	Maize	-	2010-11	Rabi	1138
AP	WestGodavari	Mesta	-	2008-09	-	
AP	WestGodavari	Mesta	-	2008-09	Kharif	
AP	WestGodavari	Mesta	-	2009-10	-	
AP	WestGodavari	Mesta	-	2009-10	Kharif	
AP	WestGodavari	Mesta	-	2010-11	-	
AP	WestGodavari	Mesta	-	2010-11	Kharif	
AP	WestGodavari	Paddy	-	2008-09	-	908
AP	WestGodavari	Paddy	-	2008-09	Kharif	931
AP	WestGodavari	Paddy	-	2008-09	Rabi	886
AP	WestGodavari	Paddy	-	2009-10	-	1009
AP	WestGodavari	Paddy	-	2009-10	Kharif	1006
AP	WestGodavari	Paddy	-	2009-10	Rabi	1014
AP	WestGodavari	Paddy	-	2010-11	-	905
AP	WestGodavari	Paddy	-	2010-11	Kharif	922
AP	WestGodavari	Paddy	-	2010-11	Rabi	895
AP	WestGodavari	Ragi	-	2008-09	-	
AP	WestGodavari	Ragi	-	2008-09	Kharif	
AP	WestGodavari	Ragi	-	2008-09	Rabi	
AP	WestGodavari	Ragi	-	2009-10	-	
AP	WestGodavari	Ragi	-	2009-10	Kharif	
AP	WestGodavari	Ragi	-	2009-10	Rabi	
AP	WestGodavari	Ragi	-	2010-11	-	
AP	WestGodavari	Ragi	-	2010-11	Kharif	
AP	WestGodavari	Ragi	-	2010-11	Rabi	
AP	WestGodavari	Sesamum	-	2008-09	-	3525
AP	WestGodavari	Sesamum	-	2008-09	Kharif	
AP	WestGodavari	Sesamum	-	2008-09	Rabi	3525
AP	WestGodavari	Sesamum	-	2009-10	-	3681
AP	WestGodavari	Sesamum	-	2009-10	Kharif	
AP	WestGodavari	Sesamum	-	2009-10	Rabi	3681
AP	WestGodavari	Sesamum	-	2010-11	-	3887
AP	WestGodavari	Sesamum	-	2010-11	Kharif	
AP	WestGodavari	Sesamum	-	2010-11	Rabi	3887
AP	WestGodavari	Sugar Raw	-	2008-09	-	2564
AP	WestGodavari	Sugar Raw	-	2008-09	Kharif	2564
AP	WestGodavari	Sugar Raw	-	2009-10	-	3697
AP	WestGodavari	Sugar Raw	-	2009-10	Kharif	3697
AP	WestGodavari	Sugar Raw	-	2010-11	-	3290
AP	WestGodavari	Sugar Raw	-	2010-11	Kharif	3290
AP	WestGodavari	Tobacco	-	2008-09	-	10675
AP	WestGodavari	Tobacco	-	2008-09	Rabi	10675
AP	WestGodavari	Tobacco	-	2009-10	-	10521
AP	WestGodavari	Tobacco	-	2010-11	-	12010
AP	WestGodavari	Tobacco	-	2010-11	Rabi	12010
AP	WestGodavari	Tur Arhar	-	2008-09	-	3103
AP	WestGodavari	Tur Arhar	-	2008-09	Kharif	3103
AP	WestGodavari	Tur Arhar	-	2009-10	-	3684
AP	WestGodavari	Tur Arhar	-	2009-10	Kharif	3702
AP	WestGodavari	Tur Arhar	-	2009-10	Rabi	3616
AP	WestGodavari	Tur Arhar	-	2010-11	-	3143
AP	WestGodavari	Tur Arhar	-	2010-11	Kharif	3013
AP	WestGodavari	Tur Arhar	-	2010-11	Rabi	3314
AP	WestGodavari	Turmeric	-	2008-09	-	3816
AP	WestGodavari	Turmeric	-	2008-09	Kharif	3816
AP	WestGodavari	Turmeric	-	2009-10	-	13238
AP	WestGodavari	Turmeric	-	2009-10	Kharif	13238
AP	WestGodavari	Turmeric	-	2010-11	-	10653
AP	WestGodavari	Turmeric	-	2010-11	Kharif	10653
KA	Bagalkot	Arecanut	-	2008-09	Summer	
KA	Bagalkot	Arecanut	-	2009-10	Summer	
KA	Bagalkot	Arecanut	-	2010-11	Summer	
KA	Bagalkot	Bajra	-	2008-09	Kharif	681
KA	Bagalkot	Bajra	-	2009-10	Kharif	726
KA	Bagalkot	Bajra	-	2010-11	Kharif	
KA	Bagalkot	Cashewnut	-	2008-09	Summer	
KA	Bagalkot	Cashewnut	-	2009-10	Summer	
KA	Bagalkot	Cashewnut	-	2010-11	Summer	
KA	Bagalkot	CasterSeed	-	2008-09	Kharif	
KA	Bagalkot	CasterSeed	-	2009-10	Kharif	
KA	Bagalkot	CasterSeed	-	2010-11	Kharif	
KA	Bagalkot	Chilly	-	2008-09	Kharif	
KA	Bagalkot	Chilly	Dry	2008-09	Kharif	
KA	Bagalkot	Chilly	Dry	2008-09	Rabi	
KA	Bagalkot	Chilly	Dry	2009-10	Kharif	
KA	Bagalkot	Chilly	Dry	2010-11	Kharif	
KA	Bagalkot	Cotton	-	2008-09	Rabi	2200
KA	Bagalkot	Cotton	-	2008-09	Summer	
KA	Bagalkot	Cotton	-	2009-10	Rabi	
KA	Bagalkot	Cotton	-	2010-11	Summer	
KA	Bagalkot	Ginger	-	2008-09	Summer	
KA	Bagalkot	Gram	-	2008-09	Rabi	1893
KA	Bagalkot	Gram	-	2009-10	Rabi	1729
KA	Bagalkot	Gram	-	2010-11	Rabi	2278
KA	Bagalkot	Ground Nut	-	2008-09	Kharif	2312
KA	Bagalkot	Ground Nut	-	2008-09	Rabi	
KA	Bagalkot	Ground Nut	-	2008-09	Summer	2453
KA	Bagalkot	Ground Nut	-	2009-10	Kharif	2162
KA	Bagalkot	Ground Nut	-	2009-10	Summer	2285
KA	Bagalkot	Ground Nut	-	2010-11	Kharif	2063
KA	Bagalkot	Ground Nut	-	2010-11	Summer	3517
KA	Bagalkot	Jowar	-	2009-10	Summer	
KA	Bagalkot	Jowar	HYV	2008-09	Summer	
KA	Bagalkot	Jowar	Local	2008-09	Kharif	
KA	Bagalkot	Jowar	Local	2008-09	Rabi	898
KA	Bagalkot	Jowar	Local	2009-10	Kharif	
KA	Bagalkot	Jowar	Local	2009-10	Rabi	
KA	Bagalkot	Jowar	Local	2010-11	Kharif	
KA	Bagalkot	Jowar	Local	2010-11	Rabi	
KA	Bagalkot	Maize	-	2008-09	Kharif	
KA	Bagalkot	Maize	-	2008-09	Summer	
KA	Bagalkot	Maize	HB	2008-09	Kharif	
KA	Bagalkot	Maize	HB	2008-09	Rabi	
KA	Bagalkot	Maize	HB	2009-10	Kharif	
KA	Bagalkot	Maize	HB	2009-10	Rabi	
KA	Bagalkot	Maize	HB	2009-10	Summer	
KA	Bagalkot	Maize	HB	2010-11	Kharif	871
KA	Bagalkot	Maize	HB	2010-11	Rabi	962
KA	Bagalkot	Maize	HB	2010-11	Summer	
KA	Bagalkot	Paddy	Local	2008-09	Kharif	
KA	Bagalkot	Paddy	Local	2008-09	Rabi	
KA	Bagalkot	Paddy	Local	2008-09	Summer	
KA	Bagalkot	Paddy	Local	2009-10	Kharif	
KA	Bagalkot	Paddy	Local	2009-10	Rabi	
KA	Bagalkot	Paddy	Local	2009-10	Summer	
KA	Bagalkot	Paddy	Local	2010-11	Kharif	
KA	Bagalkot	Paddy	Local	2010-11	Rabi	
KA	Bagalkot	Pepper	-	2008-09	Summer	
KA	Bagalkot	Pepper	-	2009-10	Summer	
KA	Bagalkot	Pepper	-	2010-11	Summer	
KA	Bagalkot	Potato	-	2008-09	Kharif	
KA	Bagalkot	Potato	-	2008-09	Rabi	
KA	Bagalkot	Potato	-	2009-10	Kharif	
KA	Bagalkot	Potato	-	2009-10	Rabi	
KA	Bagalkot	Potato	-	2010-11	Kharif	
KA	Bagalkot	Potato	-	2010-11	Rabi	
KA	Bagalkot	Potato	-	2010-11	Summer	
KA	Bagalkot	Ragi	HB	2010-11	Summer	
KA	Bagalkot	Ragi	HYV	2008-09	Kharif	
KA	Bagalkot	Ragi	HYV	2008-09	Rabi	
KA	Bagalkot	Ragi	HYV	2008-09	Summer	
KA	Bagalkot	Ragi	HYV	2009-10	Kharif	
KA	Bagalkot	Ragi	HYV	2009-10	Rabi	
KA	Bagalkot	Ragi	HYV	2009-10	Summer	
KA	Bagalkot	Ragi	HYV	2010-11	Kharif	
KA	Bagalkot	Ragi	HYV	2010-11	Rabi	
KA	Bagalkot	Ragi	HYV	2010-11	Summer	
KA	Bagalkot	Sesamum	-	2008-09	Kharif	
KA	Bagalkot	Sesamum	-	2009-10	Kharif	
KA	Bagalkot	Sesamum	-	2010-11	Kharif	
KA	Bagalkot	Soyabean	-	2008-09	Kharif	
KA	Bagalkot	Soyabean	-	2009-10	Kharif	
KA	Bagalkot	Soyabean	-	2010-11	Kharif	
KA	Bagalkot	Sugarcane	-	2008-09	Summer	131
KA	Bagalkot	Sugarcane	-	2009-10	Summer	
KA	Bagalkot	Sunflower	-	2008-09	Kharif	2022
KA	Bagalkot	Sunflower	-	2008-09	Rabi	1858
KA	Bagalkot	Sunflower	-	2008-09	Summer	1856
KA	Bagalkot	Sunflower	-	2009-10	Kharif	2111
KA	Bagalkot	Sunflower	-	2009-10	Rabi	2023
KA	Bagalkot	Sunflower	-	2009-10	Summer	
KA	Bagalkot	Sunflower	-	2010-11	Kharif	2314
KA	Bagalkot	Sunflower	-	2010-11	Rabi	3006
KA	Bagalkot	Sunflower	-	2010-11	Summer	2550
KA	Bagalkot	Tobacco	-	2008-09	Summer	
KA	Bagalkot	Tobacco	-	2009-10	Summer	
KA	Bagalkot	Tobacco	-	2010-11	Summer	
KA	Bagalkot	Tur Arhar	-	2008-09	Kharif	2259
KA	Bagalkot	Tur Arhar	-	2009-10	Kharif	
KA	Bagalkot	Tur Arhar	-	2010-11	Kharif	3053
KA	Bagalkot	Wheat	-	2008-09	Rabi	1206
KA	Bagalkot	Wheat	-	2009-10	Rabi	1283
KA	Bagalkot	Wheat	-	2010-11	Rabi	1766
KA	BangaloreRural	Arecanut	-	2008-09	Summer	
KA	BangaloreRural	Arecanut	-	2009-10	Summer	
KA	BangaloreRural	Arecanut	-	2010-11	Summer	
KA	BangaloreRural	Bajra	-	2008-09	Kharif	
KA	BangaloreRural	Bajra	-	2009-10	Kharif	
KA	BangaloreRural	Bajra	-	2010-11	Kharif	
KA	BangaloreRural	Cashewnut	-	2008-09	Summer	
KA	BangaloreRural	Cashewnut	-	2009-10	Summer	
KA	BangaloreRural	Cashewnut	-	2010-11	Summer	
KA	BangaloreRural	CasterSeed	-	2008-09	Kharif	
KA	BangaloreRural	CasterSeed	-	2009-10	Kharif	
KA	BangaloreRural	CasterSeed	-	2010-11	Kharif	
KA	BangaloreRural	Chilly	-	2008-09	Kharif	
KA	BangaloreRural	Chilly	Dry	2008-09	Kharif	
KA	BangaloreRural	Chilly	Dry	2008-09	Rabi	
KA	BangaloreRural	Chilly	Dry	2009-10	Kharif	
KA	BangaloreRural	Chilly	Dry	2010-11	Kharif	
KA	BangaloreRural	Cotton	-	2008-09	Rabi	
KA	BangaloreRural	Cotton	-	2008-09	Summer	
KA	BangaloreRural	Cotton	-	2009-10	Rabi	
KA	BangaloreRural	Cotton	-	2010-11	Summer	
KA	BangaloreRural	Ginger	-	2008-09	Summer	
KA	BangaloreRural	Gram	-	2008-09	Rabi	
KA	BangaloreRural	Gram	-	2009-10	Rabi	
KA	BangaloreRural	Gram	-	2010-11	Rabi	
KA	BangaloreRural	Ground Nut	-	2008-09	Kharif	
KA	BangaloreRural	Ground Nut	-	2008-09	Rabi	
KA	BangaloreRural	Ground Nut	-	2008-09	Summer	
KA	BangaloreRural	Ground Nut	-	2009-10	Kharif	
KA	BangaloreRural	Ground Nut	-	2009-10	Summer	
KA	BangaloreRural	Ground Nut	-	2010-11	Kharif	
KA	BangaloreRural	Ground Nut	-	2010-11	Summer	
KA	BangaloreRural	Jowar	-	2009-10	Summer	
KA	BangaloreRural	Jowar	HYV	2008-09	Summer	
KA	BangaloreRural	Jowar	Local	2008-09	Kharif	
KA	BangaloreRural	Jowar	Local	2008-09	Rabi	
KA	BangaloreRural	Jowar	Local	2009-10	Kharif	
KA	BangaloreRural	Jowar	Local	2009-10	Rabi	
KA	BangaloreRural	Jowar	Local	2010-11	Kharif	
KA	BangaloreRural	Jowar	Local	2010-11	Rabi	
KA	BangaloreRural	Maize	-	2008-09	Kharif	850
KA	BangaloreRural	Maize	-	2008-09	Summer	919
KA	BangaloreRural	Maize	HB	2008-09	Kharif	850
KA	BangaloreRural	Maize	HB	2008-09	Rabi	804
KA	BangaloreRural	Maize	HB	2009-10	Kharif	757
KA	BangaloreRural	Maize	HB	2009-10	Rabi	
KA	BangaloreRural	Maize	HB	2009-10	Summer	
KA	BangaloreRural	Maize	HB	2010-11	Kharif	
KA	BangaloreRural	Maize	HB	2010-11	Rabi	1228
KA	BangaloreRural	Maize	HB	2010-11	Summer	
KA	BangaloreRural	Paddy	Local	2008-09	Kharif	
KA	BangaloreRural	Paddy	Local	2008-09	Rabi	
KA	BangaloreRural	Paddy	Local	2008-09	Summer	
KA	BangaloreRural	Paddy	Local	2009-10	Kharif	
KA	BangaloreRural	Paddy	Local	2009-10	Rabi	
KA	BangaloreRural	Paddy	Local	2009-10	Summer	
KA	BangaloreRural	Paddy	Local	2010-11	Kharif	
KA	BangaloreRural	Paddy	Local	2010-11	Rabi	
KA	BangaloreRural	Pepper	-	2008-09	Summer	
KA	BangaloreRural	Pepper	-	2009-10	Summer	
KA	BangaloreRural	Pepper	-	2010-11	Summer	
KA	BangaloreRural	Potato	-	2008-09	Kharif	
KA	BangaloreRural	Potato	-	2008-09	Rabi	
KA	BangaloreRural	Potato	-	2009-10	Kharif	
KA	BangaloreRural	Potato	-	2009-10	Rabi	
KA	BangaloreRural	Potato	-	2010-11	Kharif	
KA	BangaloreRural	Potato	-	2010-11	Rabi	
KA	BangaloreRural	Potato	-	2010-11	Summer	
KA	BangaloreRural	Ragi	HB	2010-11	Summer	
KA	BangaloreRural	Ragi	HYV	2008-09	Kharif	
KA	BangaloreRural	Ragi	HYV	2008-09	Rabi	
KA	BangaloreRural	Ragi	HYV	2008-09	Summer	
KA	BangaloreRural	Ragi	HYV	2009-10	Kharif	
KA	BangaloreRural	Ragi	HYV	2009-10	Rabi	
KA	BangaloreRural	Ragi	HYV	2009-10	Summer	
KA	BangaloreRural	Ragi	HYV	2010-11	Kharif	
KA	BangaloreRural	Ragi	HYV	2010-11	Rabi	
KA	BangaloreRural	Ragi	HYV	2010-11	Summer	
KA	BangaloreRural	Sesamum	-	2008-09	Kharif	
KA	BangaloreRural	Sesamum	-	2009-10	Kharif	
KA	BangaloreRural	Sesamum	-	2010-11	Kharif	
KA	BangaloreRural	Soyabean	-	2008-09	Kharif	
KA	BangaloreRural	Soyabean	-	2009-10	Kharif	
KA	BangaloreRural	Soyabean	-	2010-11	Kharif	
KA	BangaloreRural	Sugarcane	-	2008-09	Summer	
KA	BangaloreRural	Sugarcane	-	2009-10	Summer	
KA	BangaloreRural	Sunflower	-	2008-09	Kharif	
KA	BangaloreRural	Sunflower	-	2008-09	Rabi	
KA	BangaloreRural	Sunflower	-	2008-09	Summer	
KA	BangaloreRural	Sunflower	-	2009-10	Kharif	
KA	BangaloreRural	Sunflower	-	2009-10	Rabi	
KA	BangaloreRural	Sunflower	-	2009-10	Summer	
KA	BangaloreRural	Sunflower	-	2010-11	Kharif	
KA	BangaloreRural	Sunflower	-	2010-11	Rabi	
KA	BangaloreRural	Sunflower	-	2010-11	Summer	
KA	BangaloreRural	Tobacco	-	2008-09	Summer	
KA	BangaloreRural	Tobacco	-	2009-10	Summer	
KA	BangaloreRural	Tobacco	-	2010-11	Summer	
KA	BangaloreRural	Tur Arhar	-	2008-09	Kharif	
KA	BangaloreRural	Tur Arhar	-	2009-10	Kharif	
KA	BangaloreRural	Tur Arhar	-	2010-11	Kharif	
KA	BangaloreRural	Wheat	-	2008-09	Rabi	
KA	BangaloreRural	Wheat	-	2009-10	Rabi	
KA	BangaloreRural	Wheat	-	2010-11	Rabi	
KA	BangaloreUrban	Arecanut	-	2008-09	Summer	
KA	BangaloreUrban	Arecanut	-	2009-10	Summer	
KA	BangaloreUrban	Arecanut	-	2010-11	Summer	
KA	BangaloreUrban	Bajra	-	2008-09	Kharif	
KA	BangaloreUrban	Bajra	-	2009-10	Kharif	
KA	BangaloreUrban	Bajra	-	2010-11	Kharif	800
KA	BangaloreUrban	Cashewnut	-	2008-09	Summer	
KA	BangaloreUrban	Cashewnut	-	2009-10	Summer	
KA	BangaloreUrban	Cashewnut	-	2010-11	Summer	
KA	BangaloreUrban	CasterSeed	-	2008-09	Kharif	
KA	BangaloreUrban	CasterSeed	-	2009-10	Kharif	
KA	BangaloreUrban	CasterSeed	-	2010-11	Kharif	
KA	BangaloreUrban	Chilly	-	2008-09	Kharif	
KA	BangaloreUrban	Chilly	Dry	2008-09	Kharif	
KA	BangaloreUrban	Chilly	Dry	2008-09	Rabi	
KA	BangaloreUrban	Chilly	Dry	2009-10	Kharif	
KA	BangaloreUrban	Chilly	Dry	2010-11	Kharif	
KA	BangaloreUrban	Cotton	-	2008-09	Rabi	
KA	BangaloreUrban	Cotton	-	2008-09	Summer	
KA	BangaloreUrban	Cotton	-	2009-10	Rabi	
KA	BangaloreUrban	Cotton	-	2010-11	Summer	
KA	BangaloreUrban	Ginger	-	2008-09	Summer	
KA	BangaloreUrban	Gram	-	2008-09	Rabi	
KA	BangaloreUrban	Gram	-	2009-10	Rabi	
KA	BangaloreUrban	Gram	-	2010-11	Rabi	
KA	BangaloreUrban	Ground Nut	-	2008-09	Kharif	
KA	BangaloreUrban	Ground Nut	-	2008-09	Rabi	
KA	BangaloreUrban	Ground Nut	-	2008-09	Summer	
KA	BangaloreUrban	Ground Nut	-	2009-10	Kharif	
KA	BangaloreUrban	Ground Nut	-	2009-10	Summer	
KA	BangaloreUrban	Ground Nut	-	2010-11	Kharif	
KA	BangaloreUrban	Ground Nut	-	2010-11	Summer	
KA	BangaloreUrban	Jowar	-	2009-10	Summer	
KA	BangaloreUrban	Jowar	HYV	2008-09	Summer	
KA	BangaloreUrban	Jowar	Local	2008-09	Kharif	
KA	BangaloreUrban	Jowar	Local	2008-09	Rabi	
KA	BangaloreUrban	Jowar	Local	2009-10	Kharif	
KA	BangaloreUrban	Jowar	Local	2009-10	Rabi	
KA	BangaloreUrban	Jowar	Local	2010-11	Kharif	
KA	BangaloreUrban	Jowar	Local	2010-11	Rabi	
KA	BangaloreUrban	Maize	-	2008-09	Kharif	
KA	BangaloreUrban	Maize	-	2008-09	Summer	
KA	BangaloreUrban	Maize	HB	2008-09	Kharif	
KA	BangaloreUrban	Maize	HB	2008-09	Rabi	
KA	BangaloreUrban	Maize	HB	2009-10	Kharif	
KA	BangaloreUrban	Maize	HB	2009-10	Rabi	930
KA	BangaloreUrban	Maize	HB	2009-10	Summer	
KA	BangaloreUrban	Maize	HB	2010-11	Kharif	
KA	BangaloreUrban	Maize	HB	2010-11	Rabi	
KA	BangaloreUrban	Maize	HB	2010-11	Summer	
KA	BangaloreUrban	Paddy	Local	2008-09	Kharif	
KA	BangaloreUrban	Paddy	Local	2008-09	Rabi	
KA	BangaloreUrban	Paddy	Local	2008-09	Summer	
KA	BangaloreUrban	Paddy	Local	2009-10	Kharif	
KA	BangaloreUrban	Paddy	Local	2009-10	Rabi	
KA	BangaloreUrban	Paddy	Local	2009-10	Summer	
KA	BangaloreUrban	Paddy	Local	2010-11	Kharif	
KA	BangaloreUrban	Paddy	Local	2010-11	Rabi	
KA	BangaloreUrban	Pepper	-	2008-09	Summer	
KA	BangaloreUrban	Pepper	-	2009-10	Summer	
KA	BangaloreUrban	Pepper	-	2010-11	Summer	
KA	BangaloreUrban	Potato	-	2008-09	Kharif	
KA	BangaloreUrban	Potato	-	2008-09	Rabi	
KA	BangaloreUrban	Potato	-	2009-10	Kharif	
KA	BangaloreUrban	Potato	-	2009-10	Rabi	
KA	BangaloreUrban	Potato	-	2010-11	Kharif	
KA	BangaloreUrban	Potato	-	2010-11	Rabi	
KA	BangaloreUrban	Potato	-	2010-11	Summer	
KA	BangaloreUrban	Ragi	HB	2010-11	Summer	
KA	BangaloreUrban	Ragi	HYV	2008-09	Kharif	903
KA	BangaloreUrban	Ragi	HYV	2008-09	Rabi	
KA	BangaloreUrban	Ragi	HYV	2008-09	Summer	
KA	BangaloreUrban	Ragi	HYV	2009-10	Kharif	1109
KA	BangaloreUrban	Ragi	HYV	2009-10	Rabi	
KA	BangaloreUrban	Ragi	HYV	2009-10	Summer	
KA	BangaloreUrban	Ragi	HYV	2010-11	Kharif	1106
KA	BangaloreUrban	Ragi	HYV	2010-11	Rabi	
KA	BangaloreUrban	Ragi	HYV	2010-11	Summer	
KA	BangaloreUrban	Sesamum	-	2008-09	Kharif	
KA	BangaloreUrban	Sesamum	-	2009-10	Kharif	
KA	BangaloreUrban	Sesamum	-	2010-11	Kharif	
KA	BangaloreUrban	Soyabean	-	2008-09	Kharif	
KA	BangaloreUrban	Soyabean	-	2009-10	Kharif	
KA	BangaloreUrban	Soyabean	-	2010-11	Kharif	
KA	BangaloreUrban	Sugarcane	-	2008-09	Summer	
KA	BangaloreUrban	Sugarcane	-	2009-10	Summer	
KA	BangaloreUrban	Sunflower	-	2008-09	Kharif	
KA	BangaloreUrban	Sunflower	-	2008-09	Rabi	
KA	BangaloreUrban	Sunflower	-	2008-09	Summer	
KA	BangaloreUrban	Sunflower	-	2009-10	Kharif	
KA	BangaloreUrban	Sunflower	-	2009-10	Rabi	
KA	BangaloreUrban	Sunflower	-	2009-10	Summer	
KA	BangaloreUrban	Sunflower	-	2010-11	Kharif	
KA	BangaloreUrban	Sunflower	-	2010-11	Rabi	
KA	BangaloreUrban	Sunflower	-	2010-11	Summer	
KA	BangaloreUrban	Tobacco	-	2008-09	Summer	
KA	BangaloreUrban	Tobacco	-	2009-10	Summer	
KA	BangaloreUrban	Tobacco	-	2010-11	Summer	
KA	BangaloreUrban	Tur Arhar	-	2008-09	Kharif	
KA	BangaloreUrban	Tur Arhar	-	2009-10	Kharif	
KA	BangaloreUrban	Tur Arhar	-	2010-11	Kharif	
KA	BangaloreUrban	Wheat	-	2008-09	Rabi	
KA	BangaloreUrban	Wheat	-	2009-10	Rabi	
KA	BangaloreUrban	Wheat	-	2010-11	Rabi	
KA	Belgaum	Arecanut	-	2008-09	Summer	
KA	Belgaum	Arecanut	-	2009-10	Summer	
KA	Belgaum	Arecanut	-	2010-11	Summer	
KA	Belgaum	Bajra	-	2008-09	Kharif	
KA	Belgaum	Bajra	-	2009-10	Kharif	729
KA	Belgaum	Bajra	-	2010-11	Kharif	830
KA	Belgaum	Cashewnut	-	2008-09	Summer	
KA	Belgaum	Cashewnut	-	2009-10	Summer	
KA	Belgaum	Cashewnut	-	2010-11	Summer	
KA	Belgaum	CasterSeed	-	2008-09	Kharif	
KA	Belgaum	CasterSeed	-	2009-10	Kharif	
KA	Belgaum	CasterSeed	-	2010-11	Kharif	
KA	Belgaum	Chilly	-	2008-09	Kharif	
KA	Belgaum	Chilly	Dry	2008-09	Kharif	
KA	Belgaum	Chilly	Dry	2008-09	Rabi	
KA	Belgaum	Chilly	Dry	2009-10	Kharif	
KA	Belgaum	Chilly	Dry	2010-11	Kharif	
KA	Belgaum	Cotton	-	2008-09	Rabi	
KA	Belgaum	Cotton	-	2008-09	Summer	
KA	Belgaum	Cotton	-	2009-10	Rabi	
KA	Belgaum	Cotton	-	2010-11	Summer	5251
KA	Belgaum	Ginger	-	2008-09	Summer	
KA	Belgaum	Gram	-	2008-09	Rabi	
KA	Belgaum	Gram	-	2009-10	Rabi	1732
KA	Belgaum	Gram	-	2010-11	Rabi	
KA	Belgaum	Ground Nut	-	2008-09	Kharif	1955
KA	Belgaum	Ground Nut	-	2008-09	Rabi	2063
KA	Belgaum	Ground Nut	-	2008-09	Summer	2315
KA	Belgaum	Ground Nut	-	2009-10	Kharif	2093
KA	Belgaum	Ground Nut	-	2009-10	Summer	2734
KA	Belgaum	Ground Nut	-	2010-11	Kharif	2724
KA	Belgaum	Ground Nut	-	2010-11	Summer	
KA	Belgaum	Jowar	-	2009-10	Summer	1367
KA	Belgaum	Jowar	HYV	2008-09	Summer	975
KA	Belgaum	Jowar	Local	2008-09	Kharif	
KA	Belgaum	Jowar	Local	2008-09	Rabi	859
KA	Belgaum	Jowar	Local	2009-10	Kharif	
KA	Belgaum	Jowar	Local	2009-10	Rabi	1242
KA	Belgaum	Jowar	Local	2010-11	Kharif	1417
KA	Belgaum	Jowar	Local	2010-11	Rabi	
KA	Belgaum	Maize	-	2008-09	Kharif	
KA	Belgaum	Maize	-	2008-09	Summer	
KA	Belgaum	Maize	HB	2008-09	Kharif	
KA	Belgaum	Maize	HB	2008-09	Rabi	
KA	Belgaum	Maize	HB	2009-10	Kharif	
KA	Belgaum	Maize	HB	2009-10	Rabi	
KA	Belgaum	Maize	HB	2009-10	Summer	
KA	Belgaum	Maize	HB	2010-11	Kharif	950
KA	Belgaum	Maize	HB	2010-11	Rabi	
KA	Belgaum	Maize	HB	2010-11	Summer	
KA	Belgaum	Paddy	Local	2008-09	Kharif	
KA	Belgaum	Paddy	Local	2008-09	Rabi	
KA	Belgaum	Paddy	Local	2008-09	Summer	
KA	Belgaum	Paddy	Local	2009-10	Kharif	
KA	Belgaum	Paddy	Local	2009-10	Rabi	
KA	Belgaum	Paddy	Local	2009-10	Summer	
KA	Belgaum	Paddy	Local	2010-11	Kharif	1107
KA	Belgaum	Paddy	Local	2010-11	Rabi	
KA	Belgaum	Pepper	-	2008-09	Summer	
KA	Belgaum	Pepper	-	2009-10	Summer	
KA	Belgaum	Pepper	-	2010-11	Summer	
KA	Belgaum	Potato	-	2008-09	Kharif	
KA	Belgaum	Potato	-	2008-09	Rabi	
KA	Belgaum	Potato	-	2009-10	Kharif	
KA	Belgaum	Potato	-	2009-10	Rabi	
